time_us,f_lfm_mhz,f_tan_mhz,f_kaiser_mhz,f_fosm_mhz
-3.333500e+01,-1.000000e+01,-1.000000e+01,-1.000000e+01,-1.000000e+01
-3.330245e+01,-9.990234e+00,-9.938665e+00,-8.901156e+00,-9.112648e+00
-3.326989e+01,-9.980469e+00,-9.878042e+00,-8.556592e+00,-8.719384e+00
-3.323734e+01,-9.970703e+00,-9.818119e+00,-8.326114e+00,-8.453567e+00
-3.320479e+01,-9.960938e+00,-9.758883e+00,-8.148693e+00,-8.249386e+00
-3.317223e+01,-9.951172e+00,-9.700322e+00,-8.002710e+00,-8.082139e+00
-3.313968e+01,-9.941406e+00,-9.642424e+00,-7.877776e+00,-7.939701e+00
-3.310712e+01,-9.931641e+00,-9.585179e+00,-7.768032e+00,-7.815164e+00
-3.307457e+01,-9.921875e+00,-9.528574e+00,-7.669822e+00,-7.704202e+00
-3.304202e+01,-9.912109e+00,-9.472600e+00,-7.580702e+00,-7.603919e+00
-3.300946e+01,-9.902344e+00,-9.417245e+00,-7.498949e+00,-7.512271e+00
-3.297691e+01,-9.892578e+00,-9.362499e+00,-7.423303e+00,-7.427766e+00
-3.294436e+01,-9.882812e+00,-9.308352e+00,-7.352807e+00,-7.349274e+00
-3.291180e+01,-9.873047e+00,-9.254794e+00,-7.286723e+00,-7.275921e+00
-3.287925e+01,-9.863281e+00,-9.201815e+00,-7.224462e+00,-7.207014e+00
-3.284669e+01,-9.853516e+00,-9.149405e+00,-7.165552e+00,-7.141994e+00
-3.281414e+01,-9.843750e+00,-9.097556e+00,-7.109604e+00,-7.080406e+00
-3.278159e+01,-9.833984e+00,-9.046258e+00,-7.056296e+00,-7.021870e+00
-3.274903e+01,-9.824219e+00,-8.995502e+00,-7.005356e+00,-6.966069e+00
-3.271648e+01,-9.814453e+00,-8.945280e+00,-6.956555e+00,-6.912732e+00
-3.268393e+01,-9.804688e+00,-8.895582e+00,-6.909697e+00,-6.861629e+00
-3.265137e+01,-9.794922e+00,-8.846402e+00,-6.864610e+00,-6.812562e+00
-3.261882e+01,-9.785156e+00,-8.797730e+00,-6.821148e+00,-6.765356e+00
-3.258626e+01,-9.775391e+00,-8.749558e+00,-6.779180e+00,-6.719862e+00
-3.255371e+01,-9.765625e+00,-8.701879e+00,-6.738592e+00,-6.675946e+00
-3.252116e+01,-9.755859e+00,-8.654684e+00,-6.699283e+00,-6.633490e+00
-3.248860e+01,-9.746094e+00,-8.607967e+00,-6.661163e+00,-6.592390e+00
-3.245605e+01,-9.736328e+00,-8.561720e+00,-6.624152e+00,-6.552553e+00
-3.242350e+01,-9.726563e+00,-8.515936e+00,-6.588177e+00,-6.513894e+00
-3.239094e+01,-9.716797e+00,-8.470608e+00,-6.553173e+00,-6.476337e+00
-3.235839e+01,-9.707031e+00,-8.425729e+00,-6.519080e+00,-6.439815e+00
-3.232583e+01,-9.697266e+00,-8.381291e+00,-6.485846e+00,-6.404266e+00
-3.229328e+01,-9.687500e+00,-8.337289e+00,-6.453420e+00,-6.369633e+00
-3.226073e+01,-9.677734e+00,-8.293716e+00,-6.421759e+00,-6.335864e+00
-3.222817e+01,-9.667969e+00,-8.250565e+00,-6.390822e+00,-6.302912e+00
-3.219562e+01,-9.658203e+00,-8.207830e+00,-6.360570e+00,-6.270735e+00
-3.216307e+01,-9.648438e+00,-8.165506e+00,-6.330969e+00,-6.239291e+00
-3.213051e+01,-9.638672e+00,-8.123585e+00,-6.301988e+00,-6.208545e+00
-3.209796e+01,-9.628906e+00,-8.082063e+00,-6.273596e+00,-6.178462e+00
-3.206541e+01,-9.619141e+00,-8.040933e+00,-6.245766e+00,-6.149011e+00
-3.203285e+01,-9.609375e+00,-8.000189e+00,-6.218472e+00,-6.120162e+00
-3.200030e+01,-9.599609e+00,-7.959827e+00,-6.191691e+00,-6.091888e+00
-3.196774e+01,-9.589844e+00,-7.919841e+00,-6.165400e+00,-6.064164e+00
-3.193519e+01,-9.580078e+00,-7.880224e+00,-6.139579e+00,-6.036966e+00
-3.190264e+01,-9.570312e+00,-7.840973e+00,-6.114208e+00,-6.010273e+00
-3.187008e+01,-9.560547e+00,-7.802082e+00,-6.089269e+00,-5.984062e+00
-3.183753e+01,-9.550781e+00,-7.763545e+00,-6.064745e+00,-5.958315e+00
-3.180498e+01,-9.541016e+00,-7.725359e+00,-6.040620e+00,-5.933013e+00
-3.177242e+01,-9.531250e+00,-7.687517e+00,-6.016880e+00,-5.908140e+00
-3.173987e+01,-9.521484e+00,-7.650015e+00,-5.993508e+00,-5.883678e+00
-3.170731e+01,-9.511719e+00,-7.612850e+00,-5.970493e+00,-5.859614e+00
-3.167476e+01,-9.501953e+00,-7.576014e+00,-5.947822e+00,-5.835931e+00
-3.164221e+01,-9.492188e+00,-7.539506e+00,-5.925482e+00,-5.812617e+00
-3.160965e+01,-9.482422e+00,-7.503319e+00,-5.903463e+00,-5.789659e+00
-3.157710e+01,-9.472656e+00,-7.467450e+00,-5.881753e+00,-5.767044e+00
-3.154455e+01,-9.462891e+00,-7.431894e+00,-5.860342e+00,-5.744762e+00
-3.151199e+01,-9.453125e+00,-7.396647e+00,-5.839221e+00,-5.722800e+00
-3.147944e+01,-9.443359e+00,-7.361705e+00,-5.818380e+00,-5.701149e+00
-3.144688e+01,-9.433594e+00,-7.327064e+00,-5.797811e+00,-5.679798e+00
-3.141433e+01,-9.423828e+00,-7.292720e+00,-5.777505e+00,-5.658738e+00
-3.138178e+01,-9.414062e+00,-7.258668e+00,-5.757455e+00,-5.637960e+00
-3.134922e+01,-9.404297e+00,-7.224906e+00,-5.737652e+00,-5.617456e+00
-3.131667e+01,-9.394531e+00,-7.191430e+00,-5.718090e+00,-5.597217e+00
-3.128412e+01,-9.384766e+00,-7.158234e+00,-5.698761e+00,-5.577236e+00
-3.125156e+01,-9.375000e+00,-7.125317e+00,-5.679659e+00,-5.557505e+00
-3.121901e+01,-9.365234e+00,-7.092674e+00,-5.660778e+00,-5.538016e+00
-3.118646e+01,-9.355469e+00,-7.060302e+00,-5.642111e+00,-5.518764e+00
-3.115390e+01,-9.345703e+00,-7.028198e+00,-5.623653e+00,-5.499741e+00
-3.112135e+01,-9.335938e+00,-6.996357e+00,-5.605399e+00,-5.480942e+00
-3.108879e+01,-9.326172e+00,-6.964777e+00,-5.587342e+00,-5.462359e+00
-3.105624e+01,-9.316406e+00,-6.933455e+00,-5.569478e+00,-5.443988e+00
-3.102369e+01,-9.306641e+00,-6.902386e+00,-5.551802e+00,-5.425823e+00
-3.099113e+01,-9.296875e+00,-6.871568e+00,-5.534309e+00,-5.407859e+00
-3.095858e+01,-9.287109e+00,-6.840998e+00,-5.516994e+00,-5.390090e+00
-3.092603e+01,-9.277344e+00,-6.810673e+00,-5.499854e+00,-5.372512e+00
-3.089347e+01,-9.267578e+00,-6.780590e+00,-5.482883e+00,-5.355120e+00
-3.086092e+01,-9.257812e+00,-6.750745e+00,-5.466079e+00,-5.337909e+00
-3.082836e+01,-9.248047e+00,-6.721136e+00,-5.449436e+00,-5.320875e+00
-3.079581e+01,-9.238281e+00,-6.691759e+00,-5.432952e+00,-5.304014e+00
-3.076326e+01,-9.228516e+00,-6.662613e+00,-5.416623e+00,-5.287322e+00
-3.073070e+01,-9.218750e+00,-6.633694e+00,-5.400444e+00,-5.270794e+00
-3.069815e+01,-9.208984e+00,-6.604999e+00,-5.384414e+00,-5.254428e+00
-3.066560e+01,-9.199219e+00,-6.576527e+00,-5.368528e+00,-5.238219e+00
-3.063304e+01,-9.189453e+00,-6.548273e+00,-5.352783e+00,-5.222163e+00
-3.060049e+01,-9.179688e+00,-6.520236e+00,-5.337176e+00,-5.206258e+00
-3.056793e+01,-9.169922e+00,-6.492412e+00,-5.321705e+00,-5.190501e+00
-3.053538e+01,-9.160156e+00,-6.464801e+00,-5.306366e+00,-5.174887e+00
-3.050283e+01,-9.150391e+00,-6.437398e+00,-5.291158e+00,-5.159414e+00
-3.047027e+01,-9.140625e+00,-6.410201e+00,-5.276076e+00,-5.144079e+00
-3.043772e+01,-9.130859e+00,-6.383209e+00,-5.261118e+00,-5.128879e+00
-3.040517e+01,-9.121094e+00,-6.356418e+00,-5.246283e+00,-5.113812e+00
-3.037261e+01,-9.111328e+00,-6.329826e+00,-5.231567e+00,-5.098874e+00
-3.034006e+01,-9.101562e+00,-6.303432e+00,-5.216968e+00,-5.084062e+00
-3.030750e+01,-9.091797e+00,-6.277232e+00,-5.202485e+00,-5.069376e+00
-3.027495e+01,-9.082031e+00,-6.251225e+00,-5.188114e+00,-5.054811e+00
-3.024240e+01,-9.072266e+00,-6.225408e+00,-5.173853e+00,-5.040366e+00
-3.020984e+01,-9.062500e+00,-6.199779e+00,-5.159701e+00,-5.026038e+00
-3.017729e+01,-9.052734e+00,-6.174336e+00,-5.145655e+00,-5.011824e+00
-3.014474e+01,-9.042969e+00,-6.149077e+00,-5.131714e+00,-4.997724e+00
-3.011218e+01,-9.033203e+00,-6.123999e+00,-5.117876e+00,-4.983735e+00
-3.007963e+01,-9.023438e+00,-6.099102e+00,-5.104138e+00,-4.969854e+00
-3.004708e+01,-9.013672e+00,-6.074382e+00,-5.090499e+00,-4.956079e+00
-3.001452e+01,-9.003906e+00,-6.049838e+00,-5.076957e+00,-4.942410e+00
-2.998197e+01,-8.994141e+00,-6.025468e+00,-5.063511e+00,-4.928843e+00
-2.994941e+01,-8.984375e+00,-6.001270e+00,-5.050158e+00,-4.915377e+00
-2.991686e+01,-8.974609e+00,-5.977241e+00,-5.036898e+00,-4.902010e+00
-2.988431e+01,-8.964844e+00,-5.953381e+00,-5.023728e+00,-4.888740e+00
-2.985175e+01,-8.955078e+00,-5.929687e+00,-5.010647e+00,-4.875567e+00
-2.981920e+01,-8.945312e+00,-5.906158e+00,-4.997654e+00,-4.862487e+00
-2.978665e+01,-8.935547e+00,-5.882791e+00,-4.984746e+00,-4.849499e+00
-2.975409e+01,-8.925781e+00,-5.859585e+00,-4.971924e+00,-4.836603e+00
-2.972154e+01,-8.916016e+00,-5.836539e+00,-4.959185e+00,-4.823796e+00
-2.968898e+01,-8.906250e+00,-5.813650e+00,-4.946527e+00,-4.811077e+00
-2.965643e+01,-8.896484e+00,-5.790916e+00,-4.933951e+00,-4.798444e+00
-2.962388e+01,-8.886719e+00,-5.768337e+00,-4.921453e+00,-4.785896e+00
-2.959132e+01,-8.876953e+00,-5.745910e+00,-4.909034e+00,-4.773432e+00
-2.955877e+01,-8.867188e+00,-5.723634e+00,-4.896692e+00,-4.761050e+00
-2.952622e+01,-8.857422e+00,-5.701508e+00,-4.884425e+00,-4.748749e+00
-2.949366e+01,-8.847656e+00,-5.679529e+00,-4.872233e+00,-4.736528e+00
-2.946111e+01,-8.837891e+00,-5.657696e+00,-4.860114e+00,-4.724385e+00
-2.942855e+01,-8.828125e+00,-5.636008e+00,-4.848067e+00,-4.712319e+00
-2.939600e+01,-8.818359e+00,-5.614463e+00,-4.836092e+00,-4.700329e+00
-2.936345e+01,-8.808594e+00,-5.593060e+00,-4.824187e+00,-4.688414e+00
-2.933089e+01,-8.798828e+00,-5.571796e+00,-4.812351e+00,-4.676573e+00
-2.929834e+01,-8.789062e+00,-5.550672e+00,-4.800583e+00,-4.664805e+00
-2.926579e+01,-8.779297e+00,-5.529685e+00,-4.788882e+00,-4.653107e+00
-2.923323e+01,-8.769531e+00,-5.508833e+00,-4.777247e+00,-4.641481e+00
-2.920068e+01,-8.759766e+00,-5.488116e+00,-4.765677e+00,-4.629924e+00
-2.916812e+01,-8.750000e+00,-5.467533e+00,-4.754172e+00,-4.618435e+00
-2.913557e+01,-8.740234e+00,-5.447081e+00,-4.742730e+00,-4.607013e+00
-2.910302e+01,-8.730469e+00,-5.426759e+00,-4.731350e+00,-4.595658e+00
-2.907046e+01,-8.720703e+00,-5.406567e+00,-4.720033e+00,-4.584369e+00
-2.903791e+01,-8.710938e+00,-5.386503e+00,-4.708775e+00,-4.573144e+00
-2.900536e+01,-8.701172e+00,-5.366565e+00,-4.697578e+00,-4.561982e+00
-2.897280e+01,-8.691406e+00,-5.346752e+00,-4.686440e+00,-4.550884e+00
-2.894025e+01,-8.681641e+00,-5.327064e+00,-4.675360e+00,-4.539847e+00
-2.890770e+01,-8.671875e+00,-5.307498e+00,-4.664338e+00,-4.528871e+00
-2.887514e+01,-8.662109e+00,-5.288054e+00,-4.653373e+00,-4.517955e+00
-2.884259e+01,-8.652344e+00,-5.268730e+00,-4.642463e+00,-4.507099e+00
-2.881003e+01,-8.642578e+00,-5.249525e+00,-4.631609e+00,-4.496302e+00
-2.877748e+01,-8.632812e+00,-5.230439e+00,-4.620810e+00,-4.485562e+00
-2.874493e+01,-8.623047e+00,-5.211469e+00,-4.610064e+00,-4.474879e+00
-2.871237e+01,-8.613281e+00,-5.192616e+00,-4.599371e+00,-4.464252e+00
-2.867982e+01,-8.603516e+00,-5.173877e+00,-4.588732e+00,-4.453681e+00
-2.864727e+01,-8.593750e+00,-5.155251e+00,-4.578143e+00,-4.443165e+00
-2.861471e+01,-8.583984e+00,-5.136738e+00,-4.567607e+00,-4.432703e+00
-2.858216e+01,-8.574219e+00,-5.118336e+00,-4.557120e+00,-4.422294e+00
-2.854960e+01,-8.564453e+00,-5.100045e+00,-4.546684e+00,-4.411938e+00
-2.851705e+01,-8.554688e+00,-5.081863e+00,-4.536297e+00,-4.401634e+00
-2.848450e+01,-8.544922e+00,-5.063789e+00,-4.525959e+00,-4.391381e+00
-2.845194e+01,-8.535156e+00,-5.045822e+00,-4.515668e+00,-4.381179e+00
-2.841939e+01,-8.525391e+00,-5.027962e+00,-4.505426e+00,-4.371027e+00
-2.838684e+01,-8.515625e+00,-5.010206e+00,-4.495230e+00,-4.360925e+00
-2.835428e+01,-8.505859e+00,-4.992555e+00,-4.485081e+00,-4.350872e+00
-2.832173e+01,-8.496094e+00,-4.975007e+00,-4.474977e+00,-4.340866e+00
-2.828917e+01,-8.486328e+00,-4.957561e+00,-4.464919e+00,-4.330909e+00
-2.825662e+01,-8.476562e+00,-4.940217e+00,-4.454906e+00,-4.320999e+00
-2.822407e+01,-8.466797e+00,-4.922973e+00,-4.444937e+00,-4.311135e+00
-2.819151e+01,-8.457031e+00,-4.905828e+00,-4.435012e+00,-4.301317e+00
-2.815896e+01,-8.447266e+00,-4.888782e+00,-4.425130e+00,-4.291544e+00
-2.812641e+01,-8.437500e+00,-4.871834e+00,-4.415291e+00,-4.281817e+00
-2.809385e+01,-8.427734e+00,-4.854982e+00,-4.405494e+00,-4.272134e+00
-2.806130e+01,-8.417969e+00,-4.838226e+00,-4.395739e+00,-4.262495e+00
-2.802875e+01,-8.408203e+00,-4.821565e+00,-4.386026e+00,-4.252899e+00
-2.799619e+01,-8.398438e+00,-4.804999e+00,-4.376353e+00,-4.243346e+00
-2.796364e+01,-8.388672e+00,-4.788525e+00,-4.366721e+00,-4.233835e+00
-2.793108e+01,-8.378906e+00,-4.772144e+00,-4.357129e+00,-4.224367e+00
-2.789853e+01,-8.369141e+00,-4.755854e+00,-4.347576e+00,-4.214939e+00
-2.786598e+01,-8.359375e+00,-4.739655e+00,-4.338062e+00,-4.205553e+00
-2.783342e+01,-8.349609e+00,-4.723546e+00,-4.328588e+00,-4.196207e+00
-2.780087e+01,-8.339844e+00,-4.707527e+00,-4.319151e+00,-4.186901e+00
-2.776832e+01,-8.330078e+00,-4.691595e+00,-4.309752e+00,-4.177635e+00
-2.773576e+01,-8.320312e+00,-4.675751e+00,-4.300391e+00,-4.168408e+00
-2.770321e+01,-8.310547e+00,-4.659994e+00,-4.291067e+00,-4.159220e+00
-2.767065e+01,-8.300781e+00,-4.644323e+00,-4.281780e+00,-4.150070e+00
-2.763810e+01,-8.291016e+00,-4.628737e+00,-4.272529e+00,-4.140958e+00
-2.760555e+01,-8.281250e+00,-4.613236e+00,-4.263314e+00,-4.131883e+00
-2.757299e+01,-8.271484e+00,-4.597819e+00,-4.254134e+00,-4.122846e+00
-2.754044e+01,-8.261719e+00,-4.582484e+00,-4.244990e+00,-4.113845e+00
-2.750789e+01,-8.251953e+00,-4.567232e+00,-4.235880e+00,-4.104881e+00
-2.747533e+01,-8.242188e+00,-4.552062e+00,-4.226805e+00,-4.095952e+00
-2.744278e+01,-8.232422e+00,-4.536972e+00,-4.217764e+00,-4.087059e+00
-2.741022e+01,-8.222656e+00,-4.521963e+00,-4.208757e+00,-4.078202e+00
-2.737767e+01,-8.212891e+00,-4.507033e+00,-4.199784e+00,-4.069379e+00
-2.734512e+01,-8.203125e+00,-4.492182e+00,-4.190843e+00,-4.060590e+00
-2.731256e+01,-8.193359e+00,-4.477409e+00,-4.181936e+00,-4.051836e+00
-2.728001e+01,-8.183594e+00,-4.462713e+00,-4.173061e+00,-4.043115e+00
-2.724746e+01,-8.173828e+00,-4.448095e+00,-4.164218e+00,-4.034428e+00
-2.721490e+01,-8.164063e+00,-4.433552e+00,-4.155407e+00,-4.025774e+00
-2.718235e+01,-8.154297e+00,-4.419086e+00,-4.146627e+00,-4.017153e+00
-2.714979e+01,-8.144531e+00,-4.404694e+00,-4.137879e+00,-4.008564e+00
-2.711724e+01,-8.134766e+00,-4.390376e+00,-4.129161e+00,-4.000007e+00
-2.708469e+01,-8.125000e+00,-4.376132e+00,-4.120475e+00,-3.991482e+00
-2.705213e+01,-8.115234e+00,-4.361961e+00,-4.111818e+00,-3.982988e+00
-2.701958e+01,-8.105469e+00,-4.347863e+00,-4.103192e+00,-3.974526e+00
-2.698703e+01,-8.095703e+00,-4.333836e+00,-4.094595e+00,-3.966095e+00
-2.695447e+01,-8.085938e+00,-4.319881e+00,-4.086028e+00,-3.957694e+00
-2.692192e+01,-8.076172e+00,-4.305996e+00,-4.077490e+00,-3.949323e+00
-2.688937e+01,-8.066406e+00,-4.292181e+00,-4.068982e+00,-3.940982e+00
-2.685681e+01,-8.056641e+00,-4.278436e+00,-4.060501e+00,-3.932671e+00
-2.682426e+01,-8.046875e+00,-4.264759e+00,-4.052050e+00,-3.924390e+00
-2.679170e+01,-8.037109e+00,-4.251151e+00,-4.043626e+00,-3.916137e+00
-2.675915e+01,-8.027344e+00,-4.237611e+00,-4.035231e+00,-3.907913e+00
-2.672660e+01,-8.017578e+00,-4.224138e+00,-4.026863e+00,-3.899718e+00
-2.669404e+01,-8.007813e+00,-4.210732e+00,-4.018522e+00,-3.891552e+00
-2.666149e+01,-7.998047e+00,-4.197392e+00,-4.010209e+00,-3.883413e+00
-2.662894e+01,-7.988281e+00,-4.184117e+00,-4.001922e+00,-3.875302e+00
-2.659638e+01,-7.978516e+00,-4.170908e+00,-3.993663e+00,-3.867219e+00
-2.656383e+01,-7.968750e+00,-4.157763e+00,-3.985429e+00,-3.859163e+00
-2.653127e+01,-7.958984e+00,-4.144682e+00,-3.977222e+00,-3.851133e+00
-2.649872e+01,-7.949219e+00,-4.131664e+00,-3.969041e+00,-3.843131e+00
-2.646617e+01,-7.939453e+00,-4.118710e+00,-3.960886e+00,-3.835156e+00
-2.643361e+01,-7.929688e+00,-4.105818e+00,-3.952756e+00,-3.827206e+00
-2.640106e+01,-7.919922e+00,-4.092989e+00,-3.944652e+00,-3.819283e+00
-2.636851e+01,-7.910156e+00,-4.080220e+00,-3.936572e+00,-3.811385e+00
-2.633595e+01,-7.900391e+00,-4.067513e+00,-3.928518e+00,-3.803513e+00
-2.630340e+01,-7.890625e+00,-4.054867e+00,-3.920488e+00,-3.795667e+00
-2.627084e+01,-7.880859e+00,-4.042280e+00,-3.912483e+00,-3.787845e+00
-2.623829e+01,-7.871094e+00,-4.029753e+00,-3.904502e+00,-3.780049e+00
-2.620574e+01,-7.861328e+00,-4.017286e+00,-3.896545e+00,-3.772277e+00
-2.617318e+01,-7.851563e+00,-4.004877e+00,-3.888612e+00,-3.764530e+00
-2.614063e+01,-7.841797e+00,-3.992526e+00,-3.880702e+00,-3.756807e+00
-2.610808e+01,-7.832031e+00,-3.980233e+00,-3.872816e+00,-3.749108e+00
-2.607552e+01,-7.822266e+00,-3.967997e+00,-3.864953e+00,-3.741433e+00
-2.604297e+01,-7.812500e+00,-3.955819e+00,-3.857114e+00,-3.733782e+00
-2.601042e+01,-7.802734e+00,-3.943696e+00,-3.849297e+00,-3.726154e+00
-2.597786e+01,-7.792969e+00,-3.931630e+00,-3.841503e+00,-3.718550e+00
-2.594531e+01,-7.783203e+00,-3.919620e+00,-3.833731e+00,-3.710968e+00
-2.591275e+01,-7.773438e+00,-3.907664e+00,-3.825982e+00,-3.703410e+00
-2.588020e+01,-7.763672e+00,-3.895763e+00,-3.818255e+00,-3.695874e+00
-2.584765e+01,-7.753906e+00,-3.883917e+00,-3.810550e+00,-3.688360e+00
-2.581509e+01,-7.744141e+00,-3.872125e+00,-3.802867e+00,-3.680869e+00
-2.578254e+01,-7.734375e+00,-3.860386e+00,-3.795205e+00,-3.673400e+00
-2.574999e+01,-7.724609e+00,-3.848700e+00,-3.787565e+00,-3.665953e+00
-2.571743e+01,-7.714844e+00,-3.837067e+00,-3.779946e+00,-3.658528e+00
-2.568488e+01,-7.705078e+00,-3.825486e+00,-3.772348e+00,-3.651124e+00
-2.565232e+01,-7.695312e+00,-3.813957e+00,-3.764771e+00,-3.643742e+00
-2.561977e+01,-7.685547e+00,-3.802480e+00,-3.757215e+00,-3.636381e+00
-2.558722e+01,-7.675781e+00,-3.791054e+00,-3.749680e+00,-3.629041e+00
-2.555466e+01,-7.666016e+00,-3.779678e+00,-3.742165e+00,-3.621722e+00
-2.552211e+01,-7.656250e+00,-3.768353e+00,-3.734670e+00,-3.614424e+00
-2.548956e+01,-7.646484e+00,-3.757079e+00,-3.727196e+00,-3.607146e+00
-2.545700e+01,-7.636719e+00,-3.745853e+00,-3.719741e+00,-3.599888e+00
-2.542445e+01,-7.626953e+00,-3.734677e+00,-3.712307e+00,-3.592651e+00
-2.539189e+01,-7.617188e+00,-3.723550e+00,-3.704892e+00,-3.585434e+00
-2.535934e+01,-7.607422e+00,-3.712472e+00,-3.697496e+00,-3.578237e+00
-2.532679e+01,-7.597656e+00,-3.701441e+00,-3.690120e+00,-3.571060e+00
-2.529423e+01,-7.587891e+00,-3.690459e+00,-3.682763e+00,-3.563902e+00
-2.526168e+01,-7.578125e+00,-3.679524e+00,-3.675426e+00,-3.556763e+00
-2.522913e+01,-7.568359e+00,-3.668636e+00,-3.668107e+00,-3.549644e+00
-2.519657e+01,-7.558594e+00,-3.657795e+00,-3.660807e+00,-3.542544e+00
-2.516402e+01,-7.548828e+00,-3.647001e+00,-3.653526e+00,-3.535463e+00
-2.513146e+01,-7.539063e+00,-3.636252e+00,-3.646264e+00,-3.528401e+00
-2.509891e+01,-7.529297e+00,-3.625550e+00,-3.639019e+00,-3.521358e+00
-2.506636e+01,-7.519531e+00,-3.614893e+00,-3.631794e+00,-3.514333e+00
-2.503380e+01,-7.509766e+00,-3.604281e+00,-3.624586e+00,-3.507327e+00
-2.500125e+01,-7.500000e+00,-3.593714e+00,-3.617396e+00,-3.500339e+00
-2.496870e+01,-7.490234e+00,-3.583191e+00,-3.610224e+00,-3.493369e+00
-2.493614e+01,-7.480469e+00,-3.572713e+00,-3.603070e+00,-3.486417e+00
-2.490359e+01,-7.470703e+00,-3.562278e+00,-3.595934e+00,-3.479483e+00
-2.487104e+01,-7.460938e+00,-3.551888e+00,-3.588815e+00,-3.472567e+00
-2.483848e+01,-7.451172e+00,-3.541540e+00,-3.581713e+00,-3.465668e+00
-2.480593e+01,-7.441406e+00,-3.531235e+00,-3.574629e+00,-3.458787e+00
-2.477337e+01,-7.431641e+00,-3.520973e+00,-3.567562e+00,-3.451923e+00
-2.474082e+01,-7.421875e+00,-3.510754e+00,-3.560511e+00,-3.445077e+00
-2.470827e+01,-7.412109e+00,-3.500576e+00,-3.553478e+00,-3.438247e+00
-2.467571e+01,-7.402344e+00,-3.490440e+00,-3.546462e+00,-3.431435e+00
-2.464316e+01,-7.392578e+00,-3.480346e+00,-3.539462e+00,-3.424639e+00
-2.461061e+01,-7.382812e+00,-3.470293e+00,-3.532478e+00,-3.417860e+00
-2.457805e+01,-7.373047e+00,-3.460281e+00,-3.525512e+00,-3.411098e+00
-2.454550e+01,-7.363281e+00,-3.450309e+00,-3.518561e+00,-3.404352e+00
-2.451294e+01,-7.353516e+00,-3.440378e+00,-3.511627e+00,-3.397623e+00
-2.448039e+01,-7.343750e+00,-3.430486e+00,-3.504708e+00,-3.390909e+00
-2.444784e+01,-7.333984e+00,-3.420635e+00,-3.497806e+00,-3.384212e+00
-2.441528e+01,-7.324219e+00,-3.410823e+00,-3.490920e+00,-3.377531e+00
-2.438273e+01,-7.314453e+00,-3.401050e+00,-3.484049e+00,-3.370866e+00
-2.435018e+01,-7.304688e+00,-3.391317e+00,-3.477194e+00,-3.364217e+00
-2.431762e+01,-7.294922e+00,-3.381621e+00,-3.470354e+00,-3.357583e+00
-2.428507e+01,-7.285156e+00,-3.371965e+00,-3.463530e+00,-3.350965e+00
-2.425251e+01,-7.275391e+00,-3.362346e+00,-3.456722e+00,-3.344362e+00
-2.421996e+01,-7.265625e+00,-3.352766e+00,-3.449928e+00,-3.337775e+00
-2.418741e+01,-7.255859e+00,-3.343223e+00,-3.443150e+00,-3.331203e+00
-2.415485e+01,-7.246094e+00,-3.333718e+00,-3.436387e+00,-3.324646e+00
-2.412230e+01,-7.236328e+00,-3.324249e+00,-3.429638e+00,-3.318105e+00
-2.408975e+01,-7.226562e+00,-3.314818e+00,-3.422905e+00,-3.311578e+00
-2.405719e+01,-7.216797e+00,-3.305423e+00,-3.416186e+00,-3.305066e+00
-2.402464e+01,-7.207031e+00,-3.296065e+00,-3.409482e+00,-3.298568e+00
-2.399208e+01,-7.197266e+00,-3.286743e+00,-3.402792e+00,-3.292086e+00
-2.395953e+01,-7.187500e+00,-3.277456e+00,-3.396117e+00,-3.285618e+00
-2.392698e+01,-7.177734e+00,-3.268206e+00,-3.389456e+00,-3.279164e+00
-2.389442e+01,-7.167969e+00,-3.258991e+00,-3.382810e+00,-3.272724e+00
-2.386187e+01,-7.158203e+00,-3.249811e+00,-3.376177e+00,-3.266299e+00
-2.382932e+01,-7.148438e+00,-3.240666e+00,-3.369559e+00,-3.259888e+00
-2.379676e+01,-7.138672e+00,-3.231556e+00,-3.362955e+00,-3.253491e+00
-2.376421e+01,-7.128906e+00,-3.222480e+00,-3.356365e+00,-3.247108e+00
-2.373166e+01,-7.119141e+00,-3.213439e+00,-3.349788e+00,-3.240739e+00
-2.369910e+01,-7.109375e+00,-3.204431e+00,-3.343225e+00,-3.234384e+00
-2.366655e+01,-7.099609e+00,-3.195458e+00,-3.336676e+00,-3.228042e+00
-2.363399e+01,-7.089844e+00,-3.186518e+00,-3.330140e+00,-3.221714e+00
-2.360144e+01,-7.080078e+00,-3.177611e+00,-3.323618e+00,-3.215400e+00
-2.356889e+01,-7.070312e+00,-3.168738e+00,-3.317109e+00,-3.209098e+00
-2.353633e+01,-7.060547e+00,-3.159898e+00,-3.310614e+00,-3.202811e+00
-2.350378e+01,-7.050781e+00,-3.151090e+00,-3.304132e+00,-3.196536e+00
-2.347123e+01,-7.041016e+00,-3.142315e+00,-3.297663e+00,-3.190274e+00
-2.343867e+01,-7.031250e+00,-3.133573e+00,-3.291207e+00,-3.184026e+00
-2.340612e+01,-7.021484e+00,-3.124862e+00,-3.284763e+00,-3.177791e+00
-2.337356e+01,-7.011719e+00,-3.116184e+00,-3.278333e+00,-3.171568e+00
-2.334101e+01,-7.001953e+00,-3.107537e+00,-3.271916e+00,-3.165358e+00
-2.330846e+01,-6.992188e+00,-3.098921e+00,-3.265511e+00,-3.159161e+00
-2.327590e+01,-6.982422e+00,-3.090337e+00,-3.259119e+00,-3.152977e+00
