time_us,f_lfm_mhz,f_tan_mhz,f_kaiser_mhz,f_fosm_mhz
2.187609e+01,6.562500e+00,2.748227e+00,2.990233e+00,2.892983e+00
2.190865e+01,6.572266e+00,2.755634e+00,2.996146e+00,2.898691e+00
2.194120e+01,6.582031e+00,2.763065e+00,3.002068e+00,2.904409e+00
2.197375e+01,6.591797e+00,2.770521e+00,3.008001e+00,2.910137e+00
2.200631e+01,6.601562e+00,2.778000e+00,3.013944e+00,2.915875e+00
2.203886e+01,6.611328e+00,2.785504e+00,3.019896e+00,2.921622e+00
2.207142e+01,6.621094e+00,2.793033e+00,3.025859e+00,2.927380e+00
2.210397e+01,6.630859e+00,2.800587e+00,3.031832e+00,2.933147e+00
2.213652e+01,6.640625e+00,2.808165e+00,3.037815e+00,2.938925e+00
2.216908e+01,6.650391e+00,2.815769e+00,3.043808e+00,2.944713e+00
2.220163e+01,6.660156e+00,2.823397e+00,3.049812e+00,2.950511e+00
2.223418e+01,6.669922e+00,2.831051e+00,3.055826e+00,2.956319e+00
2.226674e+01,6.679688e+00,2.838731e+00,3.061851e+00,2.962138e+00
2.229929e+01,6.689453e+00,2.846436e+00,3.067886e+00,2.967967e+00
2.233185e+01,6.699219e+00,2.854167e+00,3.073931e+00,2.973806e+00
2.236440e+01,6.708984e+00,2.861924e+00,3.079987e+00,2.979656e+00
2.239695e+01,6.718750e+00,2.869707e+00,3.086054e+00,2.985516e+00
2.242951e+01,6.728516e+00,2.877516e+00,3.092131e+00,2.991388e+00
2.246206e+01,6.738281e+00,2.885352e+00,3.098220e+00,2.997270e+00
2.249461e+01,6.748047e+00,2.893214e+00,3.104319e+00,3.003162e+00
2.252717e+01,6.757812e+00,2.901104e+00,3.110429e+00,3.009066e+00
2.255972e+01,6.767578e+00,2.909020e+00,3.116550e+00,3.014980e+00
2.259228e+01,6.777344e+00,2.916963e+00,3.122682e+00,3.020905e+00
2.262483e+01,6.787109e+00,2.924933e+00,3.128825e+00,3.026842e+00
2.265738e+01,6.796875e+00,2.932931e+00,3.134979e+00,3.032789e+00
2.268994e+01,6.806641e+00,2.940957e+00,3.141145e+00,3.038748e+00
2.272249e+01,6.816406e+00,2.949010e+00,3.147322e+00,3.044718e+00
2.275504e+01,6.826172e+00,2.957091e+00,3.153510e+00,3.050699e+00
2.278760e+01,6.835938e+00,2.965200e+00,3.159710e+00,3.056691e+00
2.282015e+01,6.845703e+00,2.973338e+00,3.165921e+00,3.062695e+00
2.285271e+01,6.855469e+00,2.981504e+00,3.172143e+00,3.068711e+00
2.288526e+01,6.865234e+00,2.989699e+00,3.178378e+00,3.074738e+00
2.291781e+01,6.875000e+00,2.997922e+00,3.184624e+00,3.080776e+00
2.295037e+01,6.884766e+00,3.006175e+00,3.190882e+00,3.086827e+00
2.298292e+01,6.894531e+00,3.014457e+00,3.197151e+00,3.092889e+00
2.301547e+01,6.904297e+00,3.022768e+00,3.203433e+00,3.098963e+00
2.304803e+01,6.914062e+00,3.031108e+00,3.209726e+00,3.105049e+00
2.308058e+01,6.923828e+00,3.039479e+00,3.216032e+00,3.111147e+00
2.311313e+01,6.933594e+00,3.047879e+00,3.222349e+00,3.117257e+00
2.314569e+01,6.943359e+00,3.056310e+00,3.228679e+00,3.123380e+00
2.317824e+01,6.953125e+00,3.064771e+00,3.235022e+00,3.129514e+00
2.321080e+01,6.962891e+00,3.073262e+00,3.241376e+00,3.135661e+00
2.324335e+01,6.972656e+00,3.081784e+00,3.247743e+00,3.141821e+00
2.327590e+01,6.982422e+00,3.090337e+00,3.254123e+00,3.147992e+00
2.330846e+01,6.992188e+00,3.098921e+00,3.260515e+00,3.154177e+00
2.334101e+01,7.001953e+00,3.107537e+00,3.266919e+00,3.160374e+00
2.337356e+01,7.011719e+00,3.116184e+00,3.273337e+00,3.166584e+00
2.340612e+01,7.021484e+00,3.124862e+00,3.279767e+00,3.172806e+00
2.343867e+01,7.031250e+00,3.133573e+00,3.286210e+00,3.179042e+00
2.347123e+01,7.041016e+00,3.142315e+00,3.292666e+00,3.185290e+00
2.350378e+01,7.050781e+00,3.151090e+00,3.299135e+00,3.191552e+00
2.353633e+01,7.060547e+00,3.159898e+00,3.305617e+00,3.197826e+00
2.356889e+01,7.070312e+00,3.168738e+00,3.312113e+00,3.204114e+00
2.360144e+01,7.080078e+00,3.177611e+00,3.318622e+00,3.210415e+00
2.363399e+01,7.089844e+00,3.186518e+00,3.325144e+00,3.216730e+00
2.366655e+01,7.099609e+00,3.195458e+00,3.331680e+00,3.223058e+00
2.369910e+01,7.109375e+00,3.204431e+00,3.338229e+00,3.229400e+00
2.373166e+01,7.119141e+00,3.213439e+00,3.344792e+00,3.235755e+00
2.376421e+01,7.128906e+00,3.222480e+00,3.351368e+00,3.242124e+00
2.379676e+01,7.138672e+00,3.231556e+00,3.357959e+00,3.248508e+00
2.382932e+01,7.148438e+00,3.240666e+00,3.364563e+00,3.254904e+00
2.386187e+01,7.158203e+00,3.249811e+00,3.371181e+00,3.261316e+00
2.389442e+01,7.167969e+00,3.258991e+00,3.377813e+00,3.267741e+00
2.392698e+01,7.177734e+00,3.268206e+00,3.384460e+00,3.274180e+00
2.395953e+01,7.187500e+00,3.277456e+00,3.391121e+00,3.280634e+00
2.399208e+01,7.197266e+00,3.286743e+00,3.397796e+00,3.287102e+00
2.402464e+01,7.207031e+00,3.296065e+00,3.404485e+00,3.293585e+00
2.405719e+01,7.216797e+00,3.305423e+00,3.411190e+00,3.300082e+00
2.408975e+01,7.226562e+00,3.314818e+00,3.417908e+00,3.306594e+00
2.412230e+01,7.236328e+00,3.324249e+00,3.424642e+00,3.313121e+00
2.415485e+01,7.246094e+00,3.333718e+00,3.431390e+00,3.319663e+00
2.418741e+01,7.255859e+00,3.343223e+00,3.438154e+00,3.326220e+00
2.421996e+01,7.265625e+00,3.352766e+00,3.444932e+00,3.332792e+00
2.425251e+01,7.275391e+00,3.362346e+00,3.451725e+00,3.339379e+00
2.428507e+01,7.285156e+00,3.371965e+00,3.458534e+00,3.345982e+00
2.431762e+01,7.294922e+00,3.381621e+00,3.465358e+00,3.352600e+00
2.435018e+01,7.304688e+00,3.391317e+00,3.472198e+00,3.359234e+00
2.438273e+01,7.314453e+00,3.401050e+00,3.479053e+00,3.365883e+00
2.441528e+01,7.324219e+00,3.410823e+00,3.485923e+00,3.372548e+00
2.444784e+01,7.333984e+00,3.420635e+00,3.492810e+00,3.379229e+00
2.448039e+01,7.343750e+00,3.430486e+00,3.499712e+00,3.385926e+00
2.451294e+01,7.353516e+00,3.440378e+00,3.506630e+00,3.392640e+00
2.454550e+01,7.363281e+00,3.450309e+00,3.513565e+00,3.399369e+00
2.457805e+01,7.373047e+00,3.460281e+00,3.520515e+00,3.406115e+00
2.461061e+01,7.382812e+00,3.470293e+00,3.527482e+00,3.412877e+00
2.464316e+01,7.392578e+00,3.480346e+00,3.534466e+00,3.419656e+00
2.467571e+01,7.402344e+00,3.490440e+00,3.541465e+00,3.426452e+00
2.470827e+01,7.412109e+00,3.500576e+00,3.548482e+00,3.433264e+00
2.474082e+01,7.421875e+00,3.510754e+00,3.555515e+00,3.440094e+00
2.477337e+01,7.431641e+00,3.520973e+00,3.562566e+00,3.446941e+00
2.480593e+01,7.441406e+00,3.531235e+00,3.569633e+00,3.453804e+00
2.483848e+01,7.451172e+00,3.541540e+00,3.576717e+00,3.460686e+00
2.487104e+01,7.460938e+00,3.551888e+00,3.583819e+00,3.467584e+00
2.490359e+01,7.470703e+00,3.562278e+00,3.590938e+00,3.474501e+00
2.493614e+01,7.480469e+00,3.572713e+00,3.598074e+00,3.481435e+00
2.496870e+01,7.490234e+00,3.583191e+00,3.605228e+00,3.488387e+00
2.500125e+01,7.500000e+00,3.593714e+00,3.612400e+00,3.495357e+00
2.503380e+01,7.509766e+00,3.604281e+00,3.619590e+00,3.502345e+00
2.506636e+01,7.519531e+00,3.614893e+00,3.626798e+00,3.509351e+00
2.509891e+01,7.529297e+00,3.625550e+00,3.634023e+00,3.516376e+00
2.513146e+01,7.539063e+00,3.636252e+00,3.641268e+00,3.523419e+00
2.516402e+01,7.548828e+00,3.647001e+00,3.648530e+00,3.530481e+00
2.519657e+01,7.558594e+00,3.657795e+00,3.655811e+00,3.537562e+00
2.522913e+01,7.568359e+00,3.668636e+00,3.663111e+00,3.544662e+00
2.526168e+01,7.578125e+00,3.679524e+00,3.670430e+00,3.551781e+00
2.529423e+01,7.587891e+00,3.690459e+00,3.677768e+00,3.558920e+00
2.532679e+01,7.597656e+00,3.701441e+00,3.685124e+00,3.566078e+00
2.535934e+01,7.607422e+00,3.712472e+00,3.692500e+00,3.573255e+00
2.539189e+01,7.617188e+00,3.723550e+00,3.699896e+00,3.580453e+00
2.542445e+01,7.626953e+00,3.734677e+00,3.707311e+00,3.587670e+00
2.545700e+01,7.636719e+00,3.745853e+00,3.714745e+00,3.594907e+00
2.548956e+01,7.646484e+00,3.757079e+00,3.722200e+00,3.602164e+00
2.552211e+01,7.656250e+00,3.768353e+00,3.729674e+00,3.609442e+00
2.555466e+01,7.666016e+00,3.779678e+00,3.737169e+00,3.616741e+00
2.558722e+01,7.675781e+00,3.791054e+00,3.744684e+00,3.624060e+00
2.561977e+01,7.685547e+00,3.802480e+00,3.752219e+00,3.631400e+00
2.565232e+01,7.695312e+00,3.813957e+00,3.759776e+00,3.638761e+00
2.568488e+01,7.705078e+00,3.825486e+00,3.767352e+00,3.646143e+00
2.571743e+01,7.714844e+00,3.837067e+00,3.774950e+00,3.653547e+00
2.574999e+01,7.724609e+00,3.848700e+00,3.782569e+00,3.660972e+00
2.578254e+01,7.734375e+00,3.860386e+00,3.790209e+00,3.668419e+00
2.581509e+01,7.744141e+00,3.872125e+00,3.797871e+00,3.675888e+00
2.584765e+01,7.753906e+00,3.883917e+00,3.805554e+00,3.683380e+00
2.588020e+01,7.763672e+00,3.895763e+00,3.813259e+00,3.690893e+00
2.591275e+01,7.773438e+00,3.907664e+00,3.820987e+00,3.698429e+00
2.594531e+01,7.783203e+00,3.919620e+00,3.828736e+00,3.705988e+00
2.597786e+01,7.792969e+00,3.931630e+00,3.836507e+00,3.713569e+00
2.601042e+01,7.802734e+00,3.943696e+00,3.844301e+00,3.721174e+00
2.604297e+01,7.812500e+00,3.955819e+00,3.852118e+00,3.728802e+00
2.607552e+01,7.822266e+00,3.967997e+00,3.859958e+00,3.736453e+00
2.610808e+01,7.832031e+00,3.980233e+00,3.867821e+00,3.744128e+00
2.614063e+01,7.841797e+00,3.992526e+00,3.875707e+00,3.751827e+00
2.617318e+01,7.851563e+00,4.004877e+00,3.883616e+00,3.759550e+00
2.620574e+01,7.861328e+00,4.017286e+00,3.891549e+00,3.767297e+00
2.623829e+01,7.871094e+00,4.029753e+00,3.899506e+00,3.775069e+00
2.627084e+01,7.880859e+00,4.042280e+00,3.907487e+00,3.782865e+00
2.630340e+01,7.890625e+00,4.054867e+00,3.915493e+00,3.790687e+00
2.633595e+01,7.900391e+00,4.067513e+00,3.923522e+00,3.798533e+00
2.636851e+01,7.910156e+00,4.080220e+00,3.931577e+00,3.806405e+00
2.640106e+01,7.919922e+00,4.092989e+00,3.939656e+00,3.814303e+00
2.643361e+01,7.929688e+00,4.105818e+00,3.947761e+00,3.822226e+00
2.646617e+01,7.939453e+00,4.118710e+00,3.955891e+00,3.830176e+00
2.649872e+01,7.949219e+00,4.131664e+00,3.964046e+00,3.838152e+00
2.653127e+01,7.958984e+00,4.144682e+00,3.972227e+00,3.846154e+00
2.656383e+01,7.968750e+00,4.157763e+00,3.980434e+00,3.854183e+00
2.659638e+01,7.978516e+00,4.170908e+00,3.988667e+00,3.862239e+00
2.662894e+01,7.988281e+00,4.184117e+00,3.996927e+00,3.870323e+00
2.666149e+01,7.998047e+00,4.197392e+00,4.005214e+00,3.878434e+00
2.669404e+01,8.007812e+00,4.210732e+00,4.013527e+00,3.886572e+00
2.672660e+01,8.017578e+00,4.224138e+00,4.021867e+00,3.894739e+00
2.675915e+01,8.027344e+00,4.237611e+00,4.030235e+00,3.902934e+00
2.679170e+01,8.037109e+00,4.251151e+00,4.038631e+00,3.911158e+00
2.682426e+01,8.046875e+00,4.264759e+00,4.047055e+00,3.919411e+00
2.685681e+01,8.056641e+00,4.278436e+00,4.055506e+00,3.927692e+00
2.688937e+01,8.066406e+00,4.292181e+00,4.063987e+00,3.936004e+00
2.692192e+01,8.076172e+00,4.305996e+00,4.072495e+00,3.944344e+00
2.695447e+01,8.085938e+00,4.319881e+00,4.081033e+00,3.952715e+00
2.698703e+01,8.095703e+00,4.333836e+00,4.089600e+00,3.961116e+00
2.701958e+01,8.105469e+00,4.347863e+00,4.098197e+00,3.969548e+00
2.705213e+01,8.115234e+00,4.361961e+00,4.106823e+00,3.978010e+00
2.708469e+01,8.125000e+00,4.376132e+00,4.115480e+00,3.986504e+00
2.711724e+01,8.134766e+00,4.390376e+00,4.124166e+00,3.995029e+00
2.714979e+01,8.144531e+00,4.404694e+00,4.132884e+00,4.003586e+00
2.718235e+01,8.154297e+00,4.419086e+00,4.141632e+00,4.012175e+00
2.721490e+01,8.164063e+00,4.433552e+00,4.150412e+00,4.020796e+00
2.724746e+01,8.173828e+00,4.448095e+00,4.159223e+00,4.029450e+00
2.728001e+01,8.183594e+00,4.462713e+00,4.168066e+00,4.038138e+00
2.731256e+01,8.193359e+00,4.477409e+00,4.176941e+00,4.046858e+00
2.734512e+01,8.203125e+00,4.492182e+00,4.185849e+00,4.055613e+00
2.737767e+01,8.212891e+00,4.507033e+00,4.194789e+00,4.064401e+00
2.741022e+01,8.222656e+00,4.521963e+00,4.203763e+00,4.073224e+00
2.744278e+01,8.232422e+00,4.536972e+00,4.212770e+00,4.082082e+00
2.747533e+01,8.242188e+00,4.552062e+00,4.221811e+00,4.090975e+00
2.750789e+01,8.251953e+00,4.567232e+00,4.230886e+00,4.099904e+00
2.754044e+01,8.261719e+00,4.582484e+00,4.239995e+00,4.108868e+00
2.757299e+01,8.271484e+00,4.597819e+00,4.249140e+00,4.117869e+00
2.760555e+01,8.281250e+00,4.613236e+00,4.258319e+00,4.126907e+00
2.763810e+01,8.291016e+00,4.628737e+00,4.267534e+00,4.135981e+00
2.767065e+01,8.300781e+00,4.644323e+00,4.276785e+00,4.145093e+00
2.770321e+01,8.310547e+00,4.659994e+00,4.286073e+00,4.154243e+00
2.773576e+01,8.320313e+00,4.675751e+00,4.295397e+00,4.163432e+00
2.776832e+01,8.330078e+00,4.691595e+00,4.304758e+00,4.172659e+00
2.780087e+01,8.339844e+00,4.707527e+00,4.314157e+00,4.181925e+00
2.783342e+01,8.349609e+00,4.723546e+00,4.323593e+00,4.191231e+00
2.786598e+01,8.359375e+00,4.739655e+00,4.333068e+00,4.200577e+00
2.789853e+01,8.369141e+00,4.755854e+00,4.342582e+00,4.209964e+00
2.793108e+01,8.378906e+00,4.772144e+00,4.352134e+00,4.219391e+00
2.796364e+01,8.388672e+00,4.788525e+00,4.361727e+00,4.228860e+00
2.799619e+01,8.398438e+00,4.804999e+00,4.371359e+00,4.238370e+00
2.802875e+01,8.408203e+00,4.821565e+00,4.381032e+00,4.247924e+00
2.806130e+01,8.417969e+00,4.838226e+00,4.390745e+00,4.257520e+00
2.809385e+01,8.427734e+00,4.854982e+00,4.400500e+00,4.267159e+00
2.812641e+01,8.437500e+00,4.871834e+00,4.410297e+00,4.276842e+00
2.815896e+01,8.447266e+00,4.888782e+00,4.420136e+00,4.286570e+00
2.819151e+01,8.457031e+00,4.905828e+00,4.430018e+00,4.296342e+00
2.822407e+01,8.466797e+00,4.922973e+00,4.439943e+00,4.306160e+00
2.825662e+01,8.476562e+00,4.940217e+00,4.449912e+00,4.316024e+00
2.828917e+01,8.486328e+00,4.957561e+00,4.459925e+00,4.325935e+00
2.832173e+01,8.496094e+00,4.975007e+00,4.469984e+00,4.335892e+00
2.835428e+01,8.505859e+00,4.992555e+00,4.480087e+00,4.345898e+00
2.838684e+01,8.515625e+00,5.010206e+00,4.490236e+00,4.355951e+00
2.841939e+01,8.525391e+00,5.027962e+00,4.500432e+00,4.366054e+00
2.845194e+01,8.535156e+00,5.045822e+00,4.510675e+00,4.376206e+00
2.848450e+01,8.544922e+00,5.063789e+00,4.520965e+00,4.386408e+00
2.851705e+01,8.554688e+00,5.081863e+00,4.531303e+00,4.396661e+00
2.854960e+01,8.564453e+00,5.100045e+00,4.541690e+00,4.406965e+00
2.858216e+01,8.574219e+00,5.118336e+00,4.552127e+00,4.417321e+00
2.861471e+01,8.583984e+00,5.136738e+00,4.562613e+00,4.427730e+00
2.864727e+01,8.593750e+00,5.155251e+00,4.573150e+00,4.438192e+00
2.867982e+01,8.603516e+00,5.173877e+00,4.583738e+00,4.448709e+00
2.871237e+01,8.613281e+00,5.192616e+00,4.594378e+00,4.459280e+00
2.874493e+01,8.623047e+00,5.211469e+00,4.605070e+00,4.469907e+00
2.877748e+01,8.632812e+00,5.230439e+00,4.615816e+00,4.480590e+00
2.881003e+01,8.642578e+00,5.249525e+00,4.626616e+00,4.491330e+00
2.884259e+01,8.652344e+00,5.268730e+00,4.637470e+00,4.502127e+00
2.887514e+01,8.662109e+00,5.288054e+00,4.648379e+00,4.512984e+00
2.890770e+01,8.671875e+00,5.307498e+00,4.659345e+00,4.523899e+00
2.894025e+01,8.681641e+00,5.327064e+00,4.670367e+00,4.534875e+00
2.897280e+01,8.691406e+00,5.346752e+00,4.681447e+00,4.545912e+00
2.900536e+01,8.701172e+00,5.366565e+00,4.692585e+00,4.557011e+00
2.903791e+01,8.710938e+00,5.386503e+00,4.703782e+00,4.568173e+00
2.907046e+01,8.720703e+00,5.406567e+00,4.715039e+00,4.579398e+00
2.910302e+01,8.730469e+00,5.426759e+00,4.726357e+00,4.590688e+00
2.913557e+01,8.740234e+00,5.447081e+00,4.737737e+00,4.602043e+00
2.916812e+01,8.750000e+00,5.467533e+00,4.749179e+00,4.613465e+00
2.920068e+01,8.759766e+00,5.488116e+00,4.760684e+00,4.624954e+00
2.923323e+01,8.769531e+00,5.508833e+00,4.772254e+00,4.636511e+00
2.926579e+01,8.779297e+00,5.529685e+00,4.783889e+00,4.648138e+00
2.929834e+01,8.789062e+00,5.550672e+00,4.795590e+00,4.659835e+00
2.933089e+01,8.798828e+00,5.571796e+00,4.807358e+00,4.671604e+00
2.936345e+01,8.808594e+00,5.593060e+00,4.819194e+00,4.683445e+00
2.939600e+01,8.818359e+00,5.614463e+00,4.831099e+00,4.695360e+00
2.942855e+01,8.828125e+00,5.636008e+00,4.843075e+00,4.707350e+00
2.946111e+01,8.837891e+00,5.657696e+00,4.855121e+00,4.719416e+00
2.949366e+01,8.847656e+00,5.679529e+00,4.867240e+00,4.731559e+00
2.952622e+01,8.857422e+00,5.701508e+00,4.879433e+00,4.743781e+00
2.955877e+01,8.867188e+00,5.723634e+00,4.891699e+00,4.756082e+00
2.959132e+01,8.876953e+00,5.745910e+00,4.904042e+00,4.768464e+00
2.962388e+01,8.886719e+00,5.768337e+00,4.916461e+00,4.780929e+00
2.965643e+01,8.896484e+00,5.790916e+00,4.928958e+00,4.793477e+00
2.968898e+01,8.906250e+00,5.813650e+00,4.941535e+00,4.806110e+00
2.972154e+01,8.916016e+00,5.836539e+00,4.954193e+00,4.818829e+00
2.975409e+01,8.925781e+00,5.859585e+00,4.966932e+00,4.831637e+00
2.978665e+01,8.935547e+00,5.882791e+00,4.979755e+00,4.844533e+00
2.981920e+01,8.945313e+00,5.906158e+00,4.992662e+00,4.857521e+00
2.985175e+01,8.955078e+00,5.929687e+00,5.005655e+00,4.870601e+00
2.988431e+01,8.964844e+00,5.953381e+00,5.018736e+00,4.883775e+00
2.991686e+01,8.974609e+00,5.977241e+00,5.031906e+00,4.897045e+00
2.994941e+01,8.984375e+00,6.001270e+00,5.045167e+00,4.910412e+00
2.998197e+01,8.994141e+00,6.025468e+00,5.058519e+00,4.923878e+00
3.001452e+01,9.003906e+00,6.049838e+00,5.071966e+00,4.937445e+00
3.004708e+01,9.013672e+00,6.074382e+00,5.085508e+00,4.951115e+00
3.007963e+01,9.023438e+00,6.099102e+00,5.099147e+00,4.964890e+00
3.011218e+01,9.033203e+00,6.123999e+00,5.112885e+00,4.978771e+00
3.014474e+01,9.042969e+00,6.149077e+00,5.126723e+00,4.992761e+00
3.017729e+01,9.052734e+00,6.174336e+00,5.140664e+00,5.006862e+00
3.020984e+01,9.062500e+00,6.199779e+00,5.154710e+00,5.021075e+00
3.024240e+01,9.072266e+00,6.225408e+00,5.168862e+00,5.035403e+00
3.027495e+01,9.082031e+00,6.251225e+00,5.183123e+00,5.049849e+00
3.030750e+01,9.091797e+00,6.277232e+00,5.197494e+00,5.064414e+00
3.034006e+01,9.101562e+00,6.303432e+00,5.211978e+00,5.079101e+00
3.037261e+01,9.111328e+00,6.329826e+00,5.226576e+00,5.093913e+00
3.040517e+01,9.121094e+00,6.356418e+00,5.241292e+00,5.108851e+00
3.043772e+01,9.130859e+00,6.383209e+00,5.256128e+00,5.123919e+00
3.047027e+01,9.140625e+00,6.410201e+00,5.271085e+00,5.139119e+00
3.050283e+01,9.150391e+00,6.437398e+00,5.286167e+00,5.154455e+00
3.053538e+01,9.160156e+00,6.464801e+00,5.301376e+00,5.169928e+00
3.056793e+01,9.169922e+00,6.492412e+00,5.316715e+00,5.185542e+00
3.060049e+01,9.179687e+00,6.520236e+00,5.332186e+00,5.201300e+00
3.063304e+01,9.189453e+00,6.548273e+00,5.347793e+00,5.217205e+00
3.066560e+01,9.199219e+00,6.576527e+00,5.363538e+00,5.233261e+00
3.069815e+01,9.208984e+00,6.604999e+00,5.379424e+00,5.249471e+00
3.073070e+01,9.218750e+00,6.633694e+00,5.395455e+00,5.265838e+00
3.076326e+01,9.228516e+00,6.662613e+00,5.411633e+00,5.282366e+00
3.079581e+01,9.238281e+00,6.691759e+00,5.427963e+00,5.299059e+00
3.082836e+01,9.248047e+00,6.721136e+00,5.444447e+00,5.315920e+00
3.086092e+01,9.257812e+00,6.750745e+00,5.461090e+00,5.332954e+00
3.089347e+01,9.267578e+00,6.780590e+00,5.477894e+00,5.350166e+00
3.092603e+01,9.277344e+00,6.810673e+00,5.494865e+00,5.367558e+00
3.095858e+01,9.287109e+00,6.840998e+00,5.512005e+00,5.385137e+00
3.099113e+01,9.296875e+00,6.871568e+00,5.529320e+00,5.402906e+00
3.102369e+01,9.306641e+00,6.902386e+00,5.546813e+00,5.420871e+00
3.105624e+01,9.316406e+00,6.933455e+00,5.564490e+00,5.439037e+00
3.108879e+01,9.326172e+00,6.964777e+00,5.582354e+00,5.457408e+00
3.112135e+01,9.335938e+00,6.996357e+00,5.600411e+00,5.475991e+00
3.115390e+01,9.345703e+00,7.028198e+00,5.618666e+00,5.494791e+00
3.118646e+01,9.355469e+00,7.060302e+00,5.637124e+00,5.513815e+00
3.121901e+01,9.365234e+00,7.092674e+00,5.655790e+00,5.533068e+00
3.125156e+01,9.375000e+00,7.125317e+00,5.674672e+00,5.552557e+00
3.128412e+01,9.384766e+00,7.158234e+00,5.693774e+00,5.572289e+00
3.131667e+01,9.394531e+00,7.191430e+00,5.713103e+00,5.592271e+00
3.134922e+01,9.404297e+00,7.224906e+00,5.732665e+00,5.612510e+00
3.138178e+01,9.414062e+00,7.258668e+00,5.752468e+00,5.633015e+00
3.141433e+01,9.423828e+00,7.292720e+00,5.772519e+00,5.653793e+00
3.144688e+01,9.433594e+00,7.327064e+00,5.792825e+00,5.674854e+00
3.147944e+01,9.443359e+00,7.361705e+00,5.813394e+00,5.696206e+00
3.151199e+01,9.453125e+00,7.396647e+00,5.834235e+00,5.717858e+00
3.154455e+01,9.462891e+00,7.431894e+00,5.855357e+00,5.739820e+00
3.157710e+01,9.472656e+00,7.467450e+00,5.876767e+00,5.762104e+00
3.160965e+01,9.482422e+00,7.503319e+00,5.898478e+00,5.784720e+00
3.164221e+01,9.492188e+00,7.539506e+00,5.920497e+00,5.807679e+00
3.167476e+01,9.501953e+00,7.576014e+00,5.942837e+00,5.830994e+00
3.170731e+01,9.511719e+00,7.612850e+00,5.965509e+00,5.854677e+00
3.173987e+01,9.521484e+00,7.650015e+00,5.988524e+00,5.878743e+00
3.177242e+01,9.531250e+00,7.687517e+00,6.011895e+00,5.903206e+00
3.180498e+01,9.541016e+00,7.725359e+00,6.035637e+00,5.928080e+00
3.183753e+01,9.550781e+00,7.763545e+00,6.059762e+00,5.953383e+00
3.187008e+01,9.560547e+00,7.802082e+00,6.084286e+00,5.979131e+00
3.190264e+01,9.570313e+00,7.840973e+00,6.109225e+00,6.005343e+00
3.193519e+01,9.580078e+00,7.880224e+00,6.134596e+00,6.032038e+00
3.196774e+01,9.589844e+00,7.919841e+00,6.160417e+00,6.059237e+00
3.200030e+01,9.599609e+00,7.959827e+00,6.186709e+00,6.086963e+00
3.203285e+01,9.609375e+00,8.000189e+00,6.213490e+00,6.115238e+00
3.206541e+01,9.619141e+00,8.040933e+00,6.240784e+00,6.144088e+00
3.209796e+01,9.628906e+00,8.082063e+00,6.268615e+00,6.173541e+00
3.213051e+01,9.638672e+00,8.123585e+00,6.297008e+00,6.203626e+00
3.216307e+01,9.648438e+00,8.165506e+00,6.325989e+00,6.234374e+00
3.219562e+01,9.658203e+00,8.207830e+00,6.355591e+00,6.265820e+00
3.222817e+01,9.667969e+00,8.250565e+00,6.385843e+00,6.297999e+00
3.226073e+01,9.677734e+00,8.293716e+00,6.416781e+00,6.330953e+00
3.229328e+01,9.687500e+00,8.337289e+00,6.448442e+00,6.364724e+00
3.232583e+01,9.697266e+00,8.381291e+00,6.480868e+00,6.399360e+00
3.235839e+01,9.707031e+00,8.425729e+00,6.514103e+00,6.434912e+00
3.239094e+01,9.716797e+00,8.470608e+00,6.548197e+00,6.471437e+00
3.242350e+01,9.726563e+00,8.515936e+00,6.583202e+00,6.508996e+00
3.245605e+01,9.736328e+00,8.561720e+00,6.619177e+00,6.547658e+00
3.248860e+01,9.746094e+00,8.607967e+00,6.656190e+00,6.587499e+00
3.252116e+01,9.755859e+00,8.654684e+00,6.694310e+00,6.628602e+00
3.255371e+01,9.765625e+00,8.701879e+00,6.733620e+00,6.671062e+00
3.258626e+01,9.775391e+00,8.749558e+00,6.774209e+00,6.714982e+00
3.261882e+01,9.785156e+00,8.797730e+00,6.816178e+00,6.760481e+00
3.265137e+01,9.794922e+00,8.846402e+00,6.859641e+00,6.807691e+00
3.268393e+01,9.804687e+00,8.895582e+00,6.904729e+00,6.856764e+00
3.271648e+01,9.814453e+00,8.945280e+00,6.951589e+00,6.907872e+00
3.274903e+01,9.824219e+00,8.995502e+00,7.000391e+00,6.961215e+00
3.278159e+01,9.833984e+00,9.046258e+00,7.051332e+00,7.017024e+00
3.281414e+01,9.843750e+00,9.097556e+00,7.104642e+00,7.075568e+00
3.284669e+01,9.853516e+00,9.149405e+00,7.160593e+00,7.137165e+00
3.287925e+01,9.863281e+00,9.201815e+00,7.219505e+00,7.202194e+00
3.291180e+01,9.873047e+00,9.254794e+00,7.281768e+00,7.271112e+00
3.294436e+01,9.882812e+00,9.308352e+00,7.347856e+00,7.344478e+00
3.297691e+01,9.892578e+00,9.362499e+00,7.418354e+00,7.422985e+00
3.300946e+01,9.902344e+00,9.417245e+00,7.494005e+00,7.507508e+00
3.304202e+01,9.912109e+00,9.472600e+00,7.575762e+00,7.599177e+00
3.307457e+01,9.921875e+00,9.528574e+00,7.664888e+00,7.699487e+00
3.310712e+01,9.931641e+00,9.585179e+00,7.763106e+00,7.810481e+00
3.313968e+01,9.941406e+00,9.642424e+00,7.872860e+00,7.935059e+00
3.317223e+01,9.951172e+00,9.700322e+00,7.997806e+00,8.077554e+00
