delay_us,lfm_db,tangent_db,kaiser_posp_db,fosm_db
-2.742513e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.738444e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.734375e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.730306e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.726237e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.722168e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.718099e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.714030e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.709961e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.705892e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.701823e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.697754e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.693685e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.689616e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.685547e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.681478e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.677409e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.673340e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.669271e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.665202e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.661133e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.657064e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.652995e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.648926e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.644857e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.640788e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.636719e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.632650e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.628581e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.624512e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.620443e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.616374e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.612305e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.608236e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.604167e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.600098e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.596029e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.591960e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.587891e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.583822e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.579753e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.575684e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.571615e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.567546e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.563477e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.559408e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.555339e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.551270e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.547201e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.543132e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.539062e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.534993e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.530924e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.526855e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.522786e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.518717e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.514648e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.510579e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.506510e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.502441e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.498372e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.494303e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.490234e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.486165e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.482096e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.478027e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.473958e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.469889e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.465820e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.461751e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.457682e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.453613e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.449544e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.445475e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.441406e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.437337e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.433268e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.429199e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.425130e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.421061e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.416992e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.412923e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.408854e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.404785e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.400716e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.396647e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.392578e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.388509e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.384440e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.380371e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.376302e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.372233e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.368164e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.364095e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.360026e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.355957e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.351888e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.347819e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.343750e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.339681e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.335612e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.331543e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.327474e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.323405e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.319336e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.315267e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.311198e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.307129e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.303060e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.298991e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.294922e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.290853e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.286784e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.282715e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.278646e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.274577e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.270508e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.266439e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.262370e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.258301e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.254232e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.250163e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.246094e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.242025e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.237956e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.233887e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.229818e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.225749e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.221680e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.217611e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.213542e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.209473e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.205404e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.201335e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.197266e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.193197e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.189128e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.185059e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.180990e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.176921e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.172852e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.168783e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.164714e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.160645e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.156576e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.152507e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.148438e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.144368e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.140299e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.136230e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.132161e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.128092e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.124023e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.119954e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.115885e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.111816e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.107747e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.103678e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.099609e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.095540e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.091471e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.087402e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.083333e+00,-1.400000e+02,-1.400000e+02,-1.400000e+02,-1.400000e+02
-2.079264e+00,-6.565586e+01,-6.554376e+01,-6.924762e+01,-6.806587e+01
-2.075195e+00,-7.031929e+01,-7.712405e+01,-6.804062e+01,-6.697535e+01
-2.071126e+00,-6.876521e+01,-6.555452e+01,-6.920520e+01,-6.771317e+01
-2.067057e+00,-6.648996e+01,-7.910865e+01,-7.423093e+01,-7.118011e+01
-2.062988e+00,-7.503360e+01,-6.802250e+01,-8.291249e+01,-1.064147e+02
-2.058919e+00,-6.545472e+01,-6.589881e+01,-6.868618e+01,-6.961541e+01
-2.054850e+00,-8.974355e+01,-7.068954e+01,-6.627169e+01,-6.621857e+01
-2.050781e+00,-6.534964e+01,-1.088899e+02,-7.253191e+01,-7.268604e+01
-2.046712e+00,-8.691133e+01,-7.267656e+01,-7.183673e+01,-7.077044e+01
-2.042643e+00,-6.542943e+01,-6.876549e+01,-6.630619e+01,-6.660343e+01
-2.038574e+00,-8.541860e+01,-6.744626e+01,-8.041915e+01,-9.296107e+01
-2.034505e+00,-6.542639e+01,-6.712599e+01,-6.711694e+01,-6.628764e+01
-2.030436e+00,-1.039751e+02,-6.743594e+01,-7.101773e+01,-8.053196e+01
-2.026367e+00,-6.550013e+01,-6.860253e+01,-6.864735e+01,-6.640374e+01
-2.022298e+00,-7.754274e+01,-7.168586e+01,-6.964376e+01,-8.395762e+01
-2.018229e+00,-6.625869e+01,-8.252640e+01,-6.859007e+01,-6.623180e+01
-2.014160e+00,-7.021862e+01,-7.526734e+01,-7.111131e+01,-8.009319e+01
-2.010091e+00,-6.911561e+01,-6.781651e+01,-6.712642e+01,-6.720205e+01
-2.006022e+00,-6.645676e+01,-6.618799e+01,-7.893242e+01,-6.925245e+01
-2.001953e+00,-8.141879e+01,-7.044970e+01,-6.622194e+01,-7.417061e+01
-1.997884e+00,-6.566660e+01,-7.840207e+01,-7.531316e+01,-6.622270e+01
-1.993815e+00,-7.154892e+01,-6.665754e+01,-6.877568e+01,-7.264486e+01
-1.989746e+00,-6.989504e+01,-6.892398e+01,-6.698315e+01,-7.195505e+01
-1.985677e+00,-6.582046e+01,-7.546659e+01,-9.172871e+01,-6.621759e+01
-1.981608e+00,-7.862786e+01,-6.620643e+01,-6.768596e+01,-7.043578e+01
-1.977539e+00,-6.803596e+01,-8.005269e+01,-6.706554e+01,-7.875734e+01
-1.973470e+00,-6.613818e+01,-6.679780e+01,-8.195735e+01,-6.722819e+01
-1.969401e+00,-7.917607e+01,-7.355018e+01,-6.941487e+01,-6.669759e+01
-1.965332e+00,-6.875236e+01,-6.713672e+01,-6.620104e+01,-7.320076e+01
-1.961263e+00,-6.578028e+01,-7.471936e+01,-7.046819e+01,-7.770278e+01
-1.957194e+00,-7.228039e+01,-6.649697e+01,-8.284199e+01,-6.791046e+01
-1.953125e+00,-7.378378e+01,-9.345332e+01,-6.820326e+01,-6.618751e+01
-1.949056e+00,-6.611931e+01,-6.645646e+01,-6.617831e+01,-6.822170e+01
-1.944987e+00,-6.695846e+01,-7.162414e+01,-6.893733e+01,-7.592417e+01
-1.940918e+00,-7.775449e+01,-7.116709e+01,-8.222974e+01,-7.968853e+01
-1.936849e+00,-7.196002e+01,-6.630731e+01,-7.316850e+01,-6.976748e+01
-1.932780e+00,-6.623062e+01,-7.468208e+01,-6.739123e+01,-6.678269e+01
-1.928711e+00,-6.638070e+01,-7.119407e+01,-6.613407e+01,-6.616914e+01
-1.924642e+00,-7.168805e+01,-6.622658e+01,-6.747694e+01,-6.715559e+01
-1.920573e+00,-8.537465e+01,-6.962343e+01,-7.186078e+01,-6.973305e+01
-1.916504e+00,-6.952574e+01,-8.871003e+01,-8.703935e+01,-7.477324e+01
-1.912435e+00,-6.618032e+01,-6.878790e+01,-7.587181e+01,-8.967472e+01
-1.908366e+00,-6.609791e+01,-6.620768e+01,-6.971115e+01,-7.953595e+01
-1.904297e+00,-6.861897e+01,-6.808313e+01,-6.718693e+01,-7.305537e+01
-1.900228e+00,-7.548963e+01,-7.602182e+01,-6.620469e+01,-7.005148e+01
-1.896159e+00,-8.515012e+01,-7.905633e+01,-6.616867e+01,-6.836025e+01
-1.892090e+00,-7.192420e+01,-6.962116e+01,-6.682600e+01,-6.736139e+01
-1.888021e+00,-6.798612e+01,-6.679080e+01,-6.805641e+01,-6.677447e+01
-1.883952e+00,-6.633984e+01,-6.618643e+01,-6.981272e+01,-6.644189e+01
-1.879883e+00,-6.589436e+01,-6.694479e+01,-7.210628e+01,-6.626441e+01
-1.875814e+00,-6.624887e+01,-6.880716e+01,-7.501788e+01,-6.617727e+01
-1.871745e+00,-6.720794e+01,-7.181978e+01,-7.874529e+01,-6.614045e+01
-1.867676e+00,-6.866128e+01,-7.647594e+01,-8.375596e+01,-6.613446e+01
-1.863607e+00,-7.053833e+01,-8.509596e+01,-9.146125e+01,-6.615854e+01
-1.859538e+00,-7.277971e+01,-9.365334e+01,-1.167782e+02,-6.622978e+01
-1.855469e+00,-7.530065e+01,-8.226110e+01,-9.923498e+01,-6.638322e+01
-1.851400e+00,-7.792224e+01,-7.890380e+01,-9.957858e+01,-6.667371e+01
-1.847331e+00,-8.025611e+01,-7.767160e+01,-1.117010e+02,-6.718164e+01
-1.843262e+00,-8.164479e+01,-7.774089e+01,-9.098238e+01,-6.802763e+01
-1.839193e+00,-8.149148e+01,-7.912561e+01,-8.358738e+01,-6.941000e+01
-1.835124e+00,-7.987565e+01,-8.270807e+01,-7.872966e+01,-7.171473e+01
-1.831055e+00,-7.745760e+01,-9.520585e+01,-7.510557e+01,-7.595800e+01
-1.826986e+00,-7.485038e+01,-8.497151e+01,-7.226753e+01,-8.809985e+01
-1.822917e+00,-7.239134e+01,-7.672440e+01,-7.001852e+01,-8.049732e+01
-1.818848e+00,-7.023309e+01,-7.220074e+01,-6.826908e+01,-7.269657e+01
-1.814779e+00,-6.845139e+01,-6.922177e+01,-6.699011e+01,-6.892530e+01
-1.810710e+00,-6.710550e+01,-6.727213e+01,-6.619743e+01,-6.685952e+01
-1.806641e+00,-6.627141e+01,-6.622537e+01,-6.595365e+01,-6.601547e+01
-1.802572e+00,-6.607143e+01,-6.615344e+01,-6.639026e+01,-6.637714e+01
-1.798503e+00,-6.672745e+01,-6.736199e+01,-6.777680e+01,-6.831729e+01
-1.794434e+00,-6.871324e+01,-7.076078e+01,-7.076544e+01,-7.328609e+01
-1.790365e+00,-7.343996e+01,-8.125040e+01,-7.785437e+01,-1.389477e+02
-1.786296e+00,-9.849796e+01,-7.657804e+01,-8.434456e+01,-7.290744e+01
-1.782227e+00,-7.375082e+01,-6.884622e+01,-7.201771e+01,-6.772658e+01
-1.778158e+00,-6.815152e+01,-6.623818e+01,-6.777924e+01,-6.599874e+01
-1.774089e+00,-6.619336e+01,-6.649247e+01,-6.606107e+01,-6.672551e+01
-1.770020e+00,-6.681658e+01,-7.041317e+01,-6.620836e+01,-7.086048e+01
-1.765951e+00,-7.116366e+01,-9.817186e+01,-6.860669e+01,-9.534249e+01
-1.761882e+00,-1.013640e+02,-7.065192e+01,-7.601773e+01,-7.148086e+01
-1.757813e+00,-7.037530e+01,-6.629591e+01,-7.959433e+01,-6.665358e+01
-1.753743e+00,-6.637321e+01,-6.679411e+01,-6.917661e+01,-6.612861e+01
-1.749674e+00,-6.712642e+01,-7.391613e+01,-6.614242e+01,-6.973274e+01
-1.745605e+00,-7.512544e+01,-7.539740e+01,-6.633593e+01,-9.606086e+01
-1.741536e+00,-7.419310e+01,-6.683636e+01,-7.037901e+01,-7.018224e+01
-1.737467e+00,-6.672831e+01,-6.651148e+01,-1.054277e+02,-6.607576e+01
-1.733398e+00,-6.715907e+01,-7.457097e+01,-7.038035e+01,-6.710277e+01
-1.729329e+00,-7.890954e+01,-7.266696e+01,-6.615269e+01,-7.623915e+01
-1.725260e+00,-7.034755e+01,-6.610942e+01,-6.657357e+01,-7.300438e+01
-1.721191e+00,-6.616755e+01,-6.818650e+01,-7.291699e+01,-6.635478e+01
-1.717122e+00,-7.133872e+01,-9.162143e+01,-7.744233e+01,-6.684212e+01
-1.713053e+00,-7.416652e+01,-6.736566e+01,-6.726387e+01,-7.688962e+01
-1.708984e+00,-6.625631e+01,-6.663489e+01,-6.595925e+01,-7.143821e+01
-1.704915e+00,-7.056346e+01,-8.172566e+01,-7.079705e+01,-6.595369e+01
-1.700846e+00,-7.356774e+01,-6.828002e+01,-7.975658e+01,-6.824508e+01
-1.696777e+00,-6.618751e+01,-6.635436e+01,-6.717433e+01,-9.570050e+01
-1.692708e+00,-7.389337e+01,-8.123030e+01,-6.611454e+01,-6.766755e+01
-1.688639e+00,-6.942077e+01,-6.785354e+01,-7.324801e+01,-6.620550e+01
-1.684570e+00,-6.693990e+01,-6.677943e+01,-7.324611e+01,-7.564255e+01
-1.680501e+00,-8.745985e+01,-1.012330e+02,-6.600930e+01,-7.034878e+01
-1.676432e+00,-6.638170e+01,-6.654628e+01,-6.780052e+01,-6.580403e+01
-1.672363e+00,-7.325805e+01,-6.871816e+01,-1.010573e+02,-7.170468e+01
-1.668294e+00,-6.843000e+01,-7.409485e+01,-6.745232e+01,-7.243508e+01
-1.664225e+00,-6.848010e+01,-6.581321e+01,-6.626482e+01,-6.579097e+01
-1.660156e+00,-7.212746e+01,-7.648949e+01,-7.817322e+01,-7.102061e+01
-1.656087e+00,-6.693175e+01,-6.753386e+01,-6.897560e+01,-7.235514e+01
-1.652018e+00,-7.670294e+01,-6.784930e+01,-6.587089e+01,-6.575884e+01
-1.647949e+00,-6.646539e+01,-7.426577e+01,-7.523420e+01,-7.258326e+01
-1.643880e+00,-8.006773e+01,-6.584383e+01,-6.940953e+01,-7.019090e+01
-1.639811e+00,-6.639979e+01,-8.501918e+01,-6.585885e+01,-6.592285e+01
-1.635742e+00,-7.894856e+01,-6.623410e+01,-7.674452e+01,-7.905363e+01
-1.631673e+00,-6.660698e+01,-7.170075e+01,-6.840556e+01,-6.753473e+01
-1.627604e+00,-7.463121e+01,-6.814591e+01,-6.624263e+01,-6.715418e+01
-1.623535e+00,-6.743503e+01,-6.804904e+01,-8.838966e+01,-8.037753e+01
-1.619466e+00,-7.031987e+01,-7.132662e+01,-6.674167e+01,-6.583575e+01
-1.615397e+00,-6.997634e+01,-6.653623e+01,-6.778435e+01,-7.191355e+01
-1.611328e+00,-6.728865e+01,-7.584602e+01,-7.654257e+01,-6.916409e+01
-1.607259e+00,-7.904673e+01,-6.593278e+01,-6.564898e+01,-6.650636e+01
-1.603190e+00,-6.623989e+01,-8.211582e+01,-7.312957e+01,-8.314077e+01
-1.599121e+00,-7.498681e+01,-6.573603e+01,-6.849539e+01,-6.576505e+01
-1.595052e+00,-6.872940e+01,-9.071738e+01,-6.663674e+01,-7.379963e+01
-1.590983e+00,-6.720409e+01,-6.568810e+01,-8.077606e+01,-6.763298e+01
-1.586914e+00,-9.193987e+01,-9.653478e+01,-6.564047e+01,-6.793645e+01
-1.582845e+00,-6.691766e+01,-6.567674e+01,-7.409303e+01,-7.237502e+01
-1.578776e+00,-6.854652e+01,-8.899591e+01,-6.748752e+01,-6.599214e+01
-1.574707e+00,-8.073002e+01,-6.571172e+01,-6.782729e+01,-8.582763e+01
-1.570638e+00,-6.677359e+01,-8.090709e+01,-7.248022e+01,-6.565294e+01
-1.566569e+00,-6.816900e+01,-6.591860e+01,-6.584586e+01,-7.878361e+01
-1.562500e+00,-9.434177e+01,-7.509012e+01,-8.889960e+01,-6.618958e+01
-1.558431e+00,-6.787657e+01,-6.655085e+01,-6.558579e+01,-7.232124e+01
-1.554362e+00,-6.662291e+01,-7.088737e+01,-7.705975e+01,-6.719504e+01
-1.550293e+00,-7.443969e+01,-6.807411e+01,-6.628310e+01,-6.965099e+01
-1.546224e+00,-7.364770e+01,-6.792269e+01,-7.126439e+01,-6.834124e+01
-1.542155e+00,-6.668399e+01,-7.157909e+01,-6.752231e+01,-6.834226e+01
-1.538086e+00,-6.710877e+01,-6.611023e+01,-6.879766e+01,-6.930850e+01
-1.534017e+00,-7.477223e+01,-8.277498e+01,-6.896173e+01,-6.774041e+01
-1.529948e+00,-7.606541e+01,-6.561081e+01,-6.758633e+01,-6.980644e+01
-1.525879e+00,-6.767639e+01,-7.591225e+01,-7.023843e+01,-6.760114e+01
-1.521810e+00,-6.622857e+01,-6.698635e+01,-6.701993e+01,-6.966992e+01
-1.517741e+00,-6.847772e+01,-6.831568e+01,-7.097624e+01,-6.787286e+01
-1.513672e+00,-7.690060e+01,-7.228455e+01,-6.685507e+01,-6.894453e+01
-1.509603e+00,-7.819379e+01,-6.570894e+01,-7.091821e+01,-6.866260e+01
-1.505534e+00,-6.932071e+01,-8.435607e+01,-6.702584e+01,-6.785848e+01
-1.501465e+00,-6.661953e+01,-6.638227e+01,-7.008509e+01,-7.030434e+01
-1.497396e+00,-6.626855e+01,-6.871575e+01,-6.760759e+01,-6.671499e+01
-1.493327e+00,-6.763181e+01,-7.261181e+01,-6.875863e+01,-7.371788e+01
-1.489258e+00,-7.091004e+01,-6.556216e+01,-6.885380e+01,-6.581996e+01
-1.485189e+00,-7.795443e+01,-7.678378e+01,-6.731184e+01,-8.349930e+01
